Test,Bubble Sort,Selection Sort,Insertion Sort,Bucket Sort,Merge Sort
112,6.3805224895477295,2.738522529602051,2.701653480529785,0.00517725944519043,0.02560710906982422
113,6.4387290477752686,2.72780442237854,2.787966012954712,0.014367103576660156,0.02646470069885254
114,6.390368223190308,2.848681688308716,2.666069269180298,0.005322933197021484,0.0250551700592041
115,6.433472394943237,2.7206969261169434,2.6953601837158203,0.005293607711791992,0.025443077087402344
116,6.485477924346924,2.935643434524536,2.794642448425293,0.005254030227661133,0.02509593963623047
117,6.543081283569336,2.952439546585083,2.750023126602173,0.006099224090576172,0.026066303253173828
118,6.479078531265259,2.718329668045044,2.6988654136657715,0.004910945892333984,0.023998260498046875
119,6.337439298629761,2.865711212158203,2.646740436553955,0.005259275436401367,0.025487899780273438
120,6.384489059448242,2.827043294906616,2.7389214038848877,0.0052912235260009766,0.02494335174560547
121,6.5132668018341064,2.974661350250244,2.772313356399536,0.005380392074584961,0.02567768096923828
122,6.445788621902466,2.8590500354766846,2.6888561248779297,0.01587653160095215,0.025834321975708008
123,6.372260332107544,2.73747181892395,2.661285400390625,0.005320310592651367,0.030843019485473633
124,6.477879524230957,2.8645143508911133,2.7089884281158447,0.005045890808105469,0.025022506713867188
125,6.369286060333252,2.8581387996673584,2.7446727752685547,0.005187034606933594,0.02539348602294922
126,6.514753580093384,2.77437686920166,2.7825419902801514,0.0049626827239990234,0.02454829216003418
127,6.7000977993011475,2.872441530227661,2.692920207977295,0.005235433578491211,0.02408432960510254
128,6.503857374191284,2.8411667346954346,2.820269823074341,0.0051991939544677734,0.024817943572998047
129,6.443187713623047,2.855620861053467,2.7332763671875,0.0052068233489990234,0.03563976287841797
130,6.419684648513794,2.9390223026275635,2.7615103721618652,0.0052416324615478516,0.029180049896240234
131,6.552200078964233,2.70792555809021,2.834777355194092,0.005226612091064453,0.025402307510375977
132,6.470332384109497,2.8526744842529297,2.715806007385254,0.013759136199951172,0.02576136589050293
133,6.41485595703125,2.930079460144043,2.7956180572509766,0.005286216735839844,0.025063276290893555
134,6.421040773391724,2.8005263805389404,2.7163515090942383,0.005239963531494141,0.024982690811157227
135,6.451624631881714,2.9182801246643066,2.7544009685516357,0.005206108093261719,0.0253753662109375
136,6.5071797370910645,2.834477663040161,2.7210001945495605,0.0052106380462646484,0.025980710983276367
137,6.634080171585083,3.0169596672058105,2.845825672149658,0.00524139404296875,0.026155471801757812
138,6.585281133651733,2.9666554927825928,2.880680561065674,0.0052089691162109375,0.026615619659423828
139,6.503348112106323,2.819913387298584,2.8117330074310303,0.005265951156616211,0.025318622589111328
140,6.43491792678833,3.0388193130493164,2.8363687992095947,0.005240678787231445,0.025583982467651367
141,6.507727146148682,2.8607678413391113,2.746905565261841,0.014059782028198242,0.025838375091552734
142,6.458173751831055,2.7721407413482666,2.6684207916259766,0.005226612091064453,0.026661157608032227
143,6.5636444091796875,2.7437820434570312,2.8897178173065186,0.005177736282348633,0.02680349349975586
144,6.417248010635376,2.812593698501587,2.685966968536377,0.0051953792572021484,0.02519369125366211
145,6.408883571624756,2.8770108222961426,2.693890333175659,0.005107879638671875,0.02506852149963379
146,6.492834568023682,2.830108880996704,2.689517021179199,0.005202531814575195,0.024936676025390625
147,6.530331611633301,2.7174718379974365,2.829040050506592,0.0052759647369384766,0.026248693466186523
148,6.4085705280303955,2.813859701156616,2.804494619369507,0.008747100830078125,0.02514815330505371
149,6.783854961395264,2.9252982139587402,2.9027645587921143,0.0052454471588134766,0.02574944496154785
150,6.78660249710083,3.1110074520111084,2.894974946975708,0.005213022232055664,0.025830745697021484
151,6.62787652015686,2.8090076446533203,2.762561082839966,0.013595819473266602,0.025791406631469727
152,6.424523830413818,2.835023880004883,2.7542295455932617,0.005299091339111328,0.02663278579711914
153,6.449412822723389,2.8896751403808594,2.8476712703704834,0.005092620849609375,0.024557828903198242
154,6.674969911575317,2.8253114223480225,2.676255941390991,0.005120754241943359,0.024222373962402344
155,6.486518859863281,2.745368242263794,2.7027266025543213,0.005181312561035156,0.025372743606567383
156,6.477704048156738,2.722949266433716,2.8163368701934814,0.005249977111816406,0.02773141860961914
157,6.449055910110474,2.820834159851074,2.7022416591644287,0.005197048187255859,0.02546381950378418
158,6.526647567749023,2.7979483604431152,2.7922420501708984,0.005316019058227539,0.025331974029541016
159,6.508244514465332,2.776902675628662,2.7817699909210205,0.005216121673583984,0.025589466094970703
160,6.504508018493652,2.8307406902313232,2.762362003326416,0.01495504379272461,0.026065349578857422
161,6.626044988632202,2.831733465194702,2.8879480361938477,0.005301237106323242,0.02547740936279297
162,6.408124208450317,2.7712137699127197,2.7196829319000244,0.005169868469238281,0.02523326873779297
163,6.6505818367004395,2.828840732574463,2.8745157718658447,0.005123138427734375,0.024976730346679688
164,6.468358993530273,2.7714600563049316,2.7444775104522705,0.005152225494384766,0.024670839309692383
165,6.410826683044434,2.891098976135254,2.706566095352173,0.00536036491394043,0.025121688842773438
166,6.49489688873291,2.785200834274292,2.8473947048187256,0.005312204360961914,0.025948286056518555
167,6.610095739364624,2.8413236141204834,2.7221262454986572,0.0051615238189697266,0.02466440200805664
168,6.449773788452148,2.9351212978363037,2.679307222366333,0.005187273025512695,0.0260467529296875
169,6.506734371185303,2.842773199081421,2.6883037090301514,0.005197763442993164,0.02544569969177246
170,6.460261344909668,2.910130739212036,2.7839291095733643,0.014678716659545898,0.025050640106201172
171,6.844804048538208,2.8566713333129883,2.84114408493042,0.00526738166809082,0.025847434997558594
172,6.671803951263428,2.9275639057159424,2.8460559844970703,0.0053060054779052734,0.02537226676940918
173,6.524641513824463,2.8483707904815674,2.8176751136779785,0.0051021575927734375,0.02465224266052246
174,6.374750852584839,2.7419960498809814,2.72310471534729,0.005203962326049805,0.02524590492248535
175,6.451220512390137,2.9075968265533447,2.6995460987091064,0.005667209625244141,0.027642488479614258
176,6.657413005828857,2.8408007621765137,2.852829694747925,0.00526738166809082,0.025439023971557617
177,6.603991508483887,3.1016552448272705,2.747239351272583,0.005414485931396484,0.024486541748046875
178,6.59161376953125,2.9102401733398438,2.7361297607421875,0.005244255065917969,0.025109052658081055
179,6.426930904388428,2.7995829582214355,2.6525418758392334,0.013876676559448242,0.025498151779174805
180,6.409595251083374,2.8652825355529785,2.7078802585601807,0.005215883255004883,0.02562713623046875
181,6.582437038421631,2.837648868560791,2.7023446559906006,0.005140066146850586,0.025704622268676758
182,6.605284690856934,2.813930034637451,2.7800824642181396,0.005160093307495117,0.025500774383544922
183,6.572349786758423,2.8692452907562256,2.795522451400757,0.005097389221191406,0.02505803108215332
184,6.433928966522217,2.70882511138916,2.840101480484009,0.005251407623291016,0.025140762329101562
185,6.464112043380737,2.931241273880005,2.7781338691711426,0.0052471160888671875,0.02523517608642578
186,6.513663053512573,2.989169120788574,2.656656265258789,0.005187273025512695,0.025055646896362305
187,6.48835825920105,2.826917886734009,2.857783555984497,0.0051479339599609375,0.024936914443969727
188,6.544929027557373,2.9254379272460938,2.8136327266693115,0.005034923553466797,0.024211406707763672
189,6.515424013137817,2.983290672302246,2.751516580581665,0.013642072677612305,0.025968074798583984
190,6.481391191482544,3.009448289871216,2.830625295639038,0.005501508712768555,0.03141951560974121
191,6.5695414543151855,2.6902670860290527,2.769456386566162,0.005988121032714844,0.025963306427001953
192,6.427233457565308,2.7956392765045166,2.7509140968322754,0.00527644157409668,0.025905847549438477
193,6.568356513977051,2.8043782711029053,2.754908561706543,0.005078315734863281,0.02466440200805664
194,6.358020067214966,2.6962428092956543,2.699819326400757,0.004860401153564453,0.02459430694580078
195,6.372266054153442,2.758129835128784,2.8265929222106934,0.005301237106323242,0.02683711051940918
196,6.268944978713989,2.758087158203125,2.6626293659210205,0.0052814483642578125,0.024693012237548828
197,6.293138265609741,2.7500410079956055,2.7526626586914062,0.005224943161010742,0.02525782585144043
198,6.347309350967407,2.7739081382751465,2.7804641723632812,0.014396429061889648,0.0263516902923584
199,6.3044657707214355,2.7143757343292236,2.728426694869995,0.0052759647369384766,0.02556753158569336
200,6.366814851760864,2.720755100250244,2.742717742919922,0.005233049392700195,0.02492523193359375
201,6.43280816078186,2.8287417888641357,2.6992013454437256,0.005221366882324219,0.025855064392089844
202,6.348101615905762,2.7828640937805176,2.7637100219726562,0.00515437126159668,0.026007413864135742
203,6.501738786697388,2.7368762493133545,2.727078914642334,0.005301475524902344,0.025374412536621094
204,6.483656883239746,2.754127264022827,2.819645881652832,0.005204916000366211,0.02532482147216797
205,6.612165689468384,2.8999483585357666,2.7220265865325928,0.005211591720581055,0.025913000106811523
206,6.417581081390381,2.846165657043457,2.805391550064087,0.005408525466918945,0.025896310806274414
207,6.449274301528931,2.8480515480041504,2.672196865081787,0.005181550979614258,0.0250396728515625
208,6.560369491577148,2.801114082336426,2.746166229248047,0.013955831527709961,0.026682138442993164
209,6.545467138290405,2.958942174911499,2.8114430904388428,0.0054590702056884766,0.025315046310424805
210,6.754712104797363,3.0722453594207764,2.800016403198242,0.00534367561340332,0.025724411010742188
211,6.457276105880737,2.9676949977874756,2.758824110031128,0.005373477935791016,0.02530646324157715
212,6.4897284507751465,2.8238320350646973,2.68035888671875,0.005362510681152344,0.025522947311401367
213,6.499197959899902,2.765687942504883,2.825965166091919,0.005234956741333008,0.025475025177001953
214,6.43989109992981,2.765368700027466,2.7599496841430664,0.005195140838623047,0.024976253509521484
215,6.330495357513428,2.9850239753723145,2.7008650302886963,0.005307197570800781,0.025734424591064453
216,6.390015125274658,2.9687530994415283,2.787003517150879,0.005254268646240234,0.02540445327758789
217,6.47121262550354,2.897937536239624,2.8142049312591553,0.015111207962036133,0.02631664276123047
218,6.564990520477295,2.827437400817871,2.8060901165008545,0.005270957946777344,0.025758028030395508
219,6.7097461223602295,2.867987871170044,2.756077289581299,0.005120992660522461,0.02570199966430664
220,6.519375324249268,2.8847427368164062,2.8531494140625,0.005182027816772461,0.025296449661254883
221,6.547313690185547,3.0134990215301514,2.7454819679260254,0.005094766616821289,0.02491021156311035
222,6.535597562789917,2.868537187576294,2.8045339584350586,0.005296468734741211,0.02539825439453125
223,6.765859842300415,3.02659010887146,2.605724811553955,0.005109071731567383,0.025092601776123047
224,6.566579818725586,2.8982224464416504,2.7489402294158936,0.005795955657958984,0.026357650756835938
225,6.457512855529785,2.732170343399048,2.6610286235809326,0.005159854888916016,0.03306913375854492
226,6.367446184158325,2.8194665908813477,2.7551984786987305,0.005239009857177734,0.026401281356811523
227,6.569301605224609,2.7982490062713623,2.7020561695098877,0.013998985290527344,0.025318384170532227
228,6.478477716445923,2.7136390209198,2.7702298164367676,0.005248308181762695,0.025016307830810547
229,7.148253440856934,3.0791666507720947,2.803229808807373,0.0052585601806640625,0.02516937255859375
230,6.441425085067749,2.756258249282837,2.720418691635132,0.005215883255004883,0.025151968002319336
231,6.4380128383636475,2.880901336669922,2.7647857666015625,0.005192995071411133,0.02524590492248535
232,6.604886054992676,2.7496726512908936,2.8600692749023438,0.0051534175872802734,0.02450251579284668
233,6.448484420776367,2.820119619369507,2.6747372150421143,0.0052356719970703125,0.02496480941772461
234,6.550260782241821,2.85158371925354,2.850996732711792,0.0053751468658447266,0.025775671005249023
235,6.571974277496338,2.990025520324707,2.6723759174346924,0.005225181579589844,0.028843402862548828
236,6.415917158126831,2.7878403663635254,2.7243707180023193,0.014002323150634766,0.026349544525146484
237,6.43611478805542,2.828648805618286,2.788586378097534,0.005264759063720703,0.025146961212158203
238,6.4994330406188965,2.7869555950164795,2.758455514907837,0.005139589309692383,0.025219202041625977
239,6.466661691665649,2.7302091121673584,2.8370368480682373,0.005179166793823242,0.03000187873840332
240,8.015125036239624,4.549943923950195,5.016287326812744,0.010677337646484375,0.04950451850891113
241,7.663813591003418,2.838186502456665,2.702211856842041,0.005246400833129883,0.025194644927978516
242,6.5393900871276855,2.8747169971466064,2.8846609592437744,0.005257129669189453,0.025148391723632812
243,6.733118534088135,2.796633720397949,2.842630624771118,0.0052416324615478516,0.025144338607788086
244,6.527163028717041,2.761655807495117,2.8251490592956543,0.005056142807006836,0.02477574348449707
245,6.579220533370972,2.854187488555908,2.815446138381958,0.0053250789642333984,0.036246299743652344
246,6.527300834655762,2.793379068374634,2.750072717666626,0.016972064971923828,0.03213214874267578
247,6.466886520385742,2.8652572631835938,2.7976388931274414,0.005165815353393555,0.02414226531982422
248,6.567406415939331,2.816549777984619,2.8525032997131348,0.005220651626586914,0.02520298957824707
249,6.656780004501343,2.903224468231201,2.6801695823669434,0.0052149295806884766,0.02498483657836914
250,6.558871269226074,2.824272632598877,2.8458023071289062,0.007030010223388672,0.03618264198303223
251,6.5746636390686035,2.7231576442718506,2.817950963973999,0.005803108215332031,0.03426623344421387
252,6.442704916000366,2.7509195804595947,2.7766430377960205,0.005261659622192383,0.024622678756713867
253,6.585331678390503,2.9321725368499756,2.8128035068511963,0.005259037017822266,0.02494668960571289
254,6.490182638168335,2.8065297603607178,2.7885868549346924,0.0052645206451416016,0.040529489517211914
255,6.538720369338989,2.8643951416015625,2.7972960472106934,0.014081716537475586,0.025826454162597656
256,6.454959392547607,2.7751123905181885,2.8052144050598145,0.005980730056762695,0.025639772415161133
257,6.601433515548706,2.8438215255737305,2.7416791915893555,0.005198955535888672,0.02790212631225586
258,6.611616611480713,2.7679128646850586,2.744922161102295,0.0063266754150390625,0.034079790115356445
259,6.817597389221191,2.7748589515686035,2.7255334854125977,0.005075693130493164,0.02471756935119629
260,6.4111411571502686,2.75369930267334,2.7640912532806396,0.005239963531494141,0.025203943252563477
261,6.485690116882324,2.797593116760254,2.7733423709869385,0.007256269454956055,0.02783513069152832
262,6.562588214874268,2.859863519668579,2.7240536212921143,0.0051572322845458984,0.024750471115112305
263,6.648720741271973,2.9962961673736572,2.8191590309143066,0.005255699157714844,0.027146577835083008
264,6.474571466445923,2.8534820079803467,2.7668075561523438,0.005187273025512695,0.02559041976928711
265,6.512972831726074,2.8117172718048096,2.745640516281128,0.01399850845336914,0.025980710983276367
266,6.4008214473724365,2.750032901763916,2.7172391414642334,0.005297422409057617,0.03295111656188965
267,6.504939079284668,2.7781195640563965,2.695981979370117,0.0052928924560546875,0.026283979415893555
268,6.40330696105957,2.8169240951538086,2.7236480712890625,0.005246877670288086,0.02621150016784668
269,6.431349754333496,2.8872790336608887,2.7405850887298584,0.005205631256103516,0.025538921356201172
270,6.4864561557769775,2.8045876026153564,2.756286144256592,0.0051271915435791016,0.02520012855529785
271,6.5745627880096436,3.064009428024292,2.8533568382263184,0.005275249481201172,0.025397777557373047
272,6.432480573654175,2.806309461593628,2.791544198989868,0.0052623748779296875,0.024866819381713867
273,6.489562511444092,2.9194061756134033,2.689074754714966,0.005273103713989258,0.024871349334716797
274,6.389475107192993,2.9793026447296143,2.785452127456665,0.014000654220581055,0.026261091232299805
275,6.620091438293457,2.743920087814331,2.6385674476623535,0.005176067352294922,0.02493000030517578
276,6.433164119720459,2.845790386199951,2.7184085845947266,0.007605075836181641,0.029413461685180664
277,6.46129846572876,2.813563823699951,2.7863776683807373,0.005194664001464844,0.02543807029724121
278,6.382993459701538,2.8057894706726074,2.7389538288116455,0.005090236663818359,0.024904251098632812
279,6.55133581161499,2.8099610805511475,2.762362480163574,0.005230426788330078,0.025247573852539062
280,6.4766809940338135,2.8131914138793945,2.7809109687805176,0.0052340030670166016,0.029987335205078125
281,6.4432213306427,2.7429258823394775,2.820120096206665,0.005199909210205078,0.025019168853759766
282,6.478296995162964,2.870988368988037,2.7411577701568604,0.005169868469238281,0.02577829360961914
283,6.51876974105835,2.840130567550659,2.774962902069092,0.00519871711730957,0.0248415470123291
284,6.498077392578125,2.8973991870880127,2.8844354152679443,0.015769004821777344,0.02597832679748535
285,6.464211463928223,2.760646343231201,2.8162989616394043,0.005320072174072266,0.025507450103759766
286,6.493942737579346,2.7556800842285156,2.6848573684692383,0.005249500274658203,0.024956226348876953
287,6.530831813812256,2.766263723373413,2.796628952026367,0.005193471908569336,0.02669811248779297
288,6.69952654838562,2.744065046310425,2.830742597579956,0.005207538604736328,0.024936914443969727
289,6.501306533813477,2.840165138244629,2.6982624530792236,0.005150794982910156,0.024945735931396484
290,6.538705587387085,2.83681321144104,2.76706862449646,0.005228519439697266,0.025844335556030273
291,6.497704029083252,2.7739391326904297,2.6261820793151855,0.006737232208251953,0.02965402603149414
292,6.548721551895142,2.7578213214874268,2.742324113845825,0.005255460739135742,0.026043415069580078
293,6.594656467437744,2.8005902767181396,2.8730521202087402,0.014126062393188477,0.025827407836914062
294,6.540701627731323,2.962106943130493,2.73234224319458,0.0052640438079833984,0.025241613388061523
295,6.4684648513793945,2.71081280708313,2.7171666622161865,0.0051727294921875,0.025731801986694336
296,6.480690002441406,2.7788639068603516,2.8068723678588867,0.00517725944519043,0.025345802307128906
297,6.680636405944824,2.862107992172241,2.8222553730010986,0.0062139034271240234,0.028767108917236328
298,6.367053508758545,2.7911489009857178,2.7221972942352295,0.00527644157409668,0.025157690048217773
299,6.683202743530273,2.888643980026245,2.7491652965545654,0.005299091339111328,0.02590346336364746
300,6.666167736053467,2.8015565872192383,2.8853161334991455,0.007108211517333984,0.027178525924682617
301,6.635940790176392,2.8592076301574707,2.7100038528442383,0.005224943161010742,0.02519512176513672
302,6.468036651611328,2.860124111175537,2.8233842849731445,0.005294322967529297,0.024851560592651367
303,6.6031694412231445,3.1259706020355225,2.903618097305298,0.013902664184570312,0.026076555252075195
304,6.686841249465942,2.942312717437744,2.8544740676879883,0.005345344543457031,0.025374412536621094
